timestep,neuron Brick-0.0,neuron Brick-0.1,neuron Brick-0.2,neuron Brick-0.3,neuron Brick-0.4,neuron Brick-0.5,neuron Brick-0.6,neuron Brick-0.7,neuron Brick-0.8,neuron Brick-0.9,neuron Brick-0.10,neuron Brick-0.11,neuron Brick-0.12,neuron Brick-0.13,neuron Brick-0.14,neuron Brick-0.15,neuron Brick-0.16,neuron Brick-0.17,neuron Brick-0.18,neuron Brick-0.19,neuron Brick-0.20,neuron Brick-0.21,neuron Brick-0.22,neuron Brick-0.23,neuron Brick-0.24,neuron Brick-0.25,neuron Brick-0.26,neuron Brick-0.27,neuron Brick-0.28,neuron Brick-0.29,neuron Brick-0.30,neuron Brick-0.31,neuron Brick-0.32,neuron Brick-0.33,neuron Brick-0.34,neuron Brick-0.35,neuron Brick-0.36,neuron Brick-0.37,neuron Brick-0.38,neuron Brick-0.39,neuron Brick-0.40,neuron Brick-0.41,neuron Brick-0.42,neuron Brick-0.43,neuron Brick-0.44,neuron Brick-0.45,neuron Brick-0.46,neuron Brick-0.47,neuron Brick-0.48,neuron Brick-0.49,neuron Brick-0.50,neuron Brick-0.51,neuron Brick-0.52,neuron Brick-0.53,neuron Brick-0.54,neuron Brick-0.55,neuron Brick-0.56,neuron Brick-0.57,neuron Brick-0.58,neuron Brick-0.59,neuron Brick-0.60,neuron Brick-0.61,neuron Brick-0.62,neuron Brick-0.63,neuron Brick-0.64,neuron Brick-0.65,neuron Brick-0.66,neuron Brick-0.67,neuron Brick-0.68,neuron Brick-0.69,neuron Brick-0.70,neuron Brick-0.71,neuron Brick-0.72,neuron Brick-0.73,neuron Brick-0.74,neuron Brick-0.75,neuron Brick-0.76,neuron Brick-0.77,neuron Brick-0.78,neuron Brick-0.79,neuron Brick-0.80,neuron Brick-0.81,neuron Brick-0.82,neuron Brick-0.83,neuron Brick-0.84,neuron Brick-0.85,neuron Brick-0.86,neuron Brick-0.87,neuron Brick-0.88,neuron Brick-0.89,neuron Brick-0.90,neuron Brick-0.91,neuron Brick-0.92,neuron Brick-0.93,neuron Brick-0.94,neuron Brick-0.95,neuron Brick-0.96,neuron Brick-0.97,neuron Brick-0.98,neuron Brick-0.99,neuron Brick-0.100,neuron Brick-0.101,neuron Brick-0.102,neuron Brick-0.103,neuron Brick-0.104,neuron Brick-0.105,neuron Brick-0.106,neuron Brick-0.107,neuron Brick-0.108,neuron Brick-0.109,neuron Brick-0.110,neuron Brick-0.111,neuron Brick-0.112,neuron Brick-0.113,neuron Brick-0.114,neuron Brick-0.115,neuron Brick-0.116,neuron Brick-0.117,neuron Brick-0.118,neuron Brick-0.119,neuron Brick-0.120,neuron Brick-0.121,neuron Brick-0.122,neuron Brick-0.123,neuron Brick-0.124,neuron Brick-0.125,neuron Brick-0.126,neuron Brick-0.127,neuron Brick-0.128,neuron Brick-0.129,neuron Brick-0.130,neuron Brick-0.131,neuron Brick-0.132,neuron Brick-0.133,neuron Brick-0.134,neuron Brick-0.135,neuron Brick-0.136,neuron Brick-0.137,neuron Brick-0.138,neuron Brick-0.139,neuron Brick-0.140,neuron Brick-0.141,neuron Brick-0.142,neuron Brick-0.143,neuron Brick-0.144,neuron Brick-0.145,neuron Brick-0.146,neuron Brick-0.147,neuron Brick-0.148,neuron Brick-0.149,neuron Brick-0.150,neuron Brick-0.151,neuron Brick-0.152,neuron Brick-0.153,neuron Brick-0.154,neuron Brick-0.155,neuron Brick-0.156,neuron Brick-0.157,neuron Brick-0.158,neuron Brick-0.159,neuron Brick-0.160,neuron Brick-0.161,neuron Brick-0.162,neuron Brick-0.163,neuron Brick-0.164,neuron Brick-0.165,neuron Brick-0.166,neuron Brick-0.167,neuron Brick-0.168,neuron Brick-0.169,neuron Brick-0.170,neuron Brick-0.171,neuron Brick-0.172,neuron Brick-0.173,neuron Brick-0.174,neuron Brick-0.175,neuron Brick-0.176,neuron Brick-0.177,neuron Brick-0.178,neuron Brick-0.179,neuron Brick-0.180,neuron Brick-0.181,neuron Brick-0.182,neuron Brick-0.183,neuron Brick-0.184,neuron Brick-0.185,neuron Brick-0.186,neuron Brick-0.187,neuron Brick-0.188,neuron Brick-0.189,neuron Brick-0.190,neuron Brick-0.191,neuron Brick-0.192,neuron Brick-0.193,neuron Brick-0.194,neuron Brick-0.195,neuron Brick-0.196,neuron Brick-0.197,neuron Brick-0.198,neuron Brick-0.199,
130,70,70,61,71,56,60,70,58,71,73,80,68,71,62,72,78,64,73,75,70,78,62,73,60,66,77,78,76,74,65,73,69,72,82,71,66,67,72,72,64,70,65,65,64,61,72,71,76,66,62,74,70,69,67,64,71,62,69,71,69,68,68,69,65,69,67,76,58,75,68,60,66,69,65,74,66,76,80,75,77,63,60,78,69,72,69,59,74,66,79,66,62,72,65,61,73,66,72,61,62,66,80,63,77,75,73,76,72,70,73,67,70,66,70,64,70,74,60,81,74,79,75,83,63,72,58,68,73,64,72,65,56,76,78,70,66,73,71,68,69,68,71,72,63,73,71,74,75,78,70,75,70,70,65,68,73,70,67,68,79,85,74,66,74,63,73,73,80,80,73,74,69,67,67,73,76,71,65,73,74,70,56,75,78,82,67,74,69,70,65,70,73,68,64,71,65,68,74,63,75,
131,71,71,62,72,57,61,71,59,72,74,81,69,72,63,73,79,65,74,76,71,79,63,74,61,67,78,79,77,75,66,74,70,73,83,72,67,68,73,73,65,71,66,66,65,62,73,72,77,67,63,75,71,70,68,65,72,63,70,72,70,69,69,70,66,70,68,77,59,76,69,61,67,70,66,75,67,77,81,76,78,64,61,79,70,73,70,60,75,67,80,67,63,73,66,62,74,67,73,62,63,67,81,64,78,76,74,77,73,71,74,68,71,67,71,65,71,75,61,82,75,80,76,84,64,73,59,69,74,65,73,66,57,77,79,71,67,74,72,69,70,69,72,73,64,74,72,75,76,79,71,76,71,71,66,69,74,71,68,69,80,86,75,67,75,64,74,74,81,81,74,75,70,68,68,74,77,72,66,74,75,71,57,76,79,83,68,75,70,71,66,71,74,69,65,72,66,69,75,64,76,
132,72,72,63,73,58,62,72,60,73,75,82,70,73,64,74,80,66,75,77,72,80,64,75,62,68,79,80,78,76,67,75,71,74,84,73,68,69,74,74,66,72,67,67,66,63,74,73,78,68,64,76,72,71,69,66,73,64,71,73,71,70,70,71,67,71,69,78,60,77,70,62,68,71,67,76,68,78,82,77,79,65,62,80,71,74,71,61,76,68,81,68,64,74,67,63,75,68,74,63,64,68,82,65,79,77,75,78,74,72,75,69,72,68,72,66,72,76,62,83,76,81,77,85,65,74,60,70,75,66,74,67,58,78,80,72,68,75,73,70,71,70,73,74,65,75,73,76,77,80,72,77,72,72,67,70,75,72,69,70,81,87,76,68,76,65,75,75,82,82,75,76,71,69,69,75,78,73,67,75,76,72,58,77,80,84,69,76,71,72,67,72,75,70,66,73,67,70,76,65,77,
133,73,73,64,74,59,63,73,61,74,76,83,71,74,65,75,81,67,76,78,73,81,65,76,63,69,80,81,79,77,68,76,72,75,85,74,69,70,75,75,67,73,68,68,67,64,75,74,79,69,65,77,73,72,70,67,74,65,72,74,72,71,71,72,68,72,70,79,61,78,71,63,69,72,68,77,69,79,83,78,80,66,63,81,72,75,72,62,77,69,82,69,65,75,68,64,76,69,75,64,65,69,83,66,80,78,76,79,75,73,76,70,73,69,73,67,73,77,63,84,77,82,78,86,66,75,61,71,76,67,75,68,59,79,81,73,69,76,74,71,72,71,74,75,66,76,74,77,78,81,73,78,73,73,68,71,76,73,70,71,82,88,77,69,77,66,76,76,83,83,76,77,72,70,70,76,79,74,68,76,77,73,59,78,81,85,70,77,72,73,68,73,76,71,67,74,68,71,77,66,78,
134,74,74,65,75,60,64,74,62,75,77,84,72,75,66,76,82,68,77,79,74,82,66,77,64,70,81,82,80,78,69,77,73,76,86,75,70,71,76,76,68,74,69,69,68,65,76,75,80,70,66,78,74,73,71,68,75,66,73,75,73,72,72,73,69,73,71,80,62,79,72,64,70,73,69,78,70,80,84,79,81,67,64,82,73,76,73,63,78,70,83,70,66,76,69,65,77,70,76,65,66,70,84,67,81,79,77,80,76,74,77,71,74,70,74,68,74,78,64,85,78,83,79,87,67,76,62,72,77,68,76,69,60,80,82,74,70,77,75,72,73,72,75,76,67,77,75,78,79,82,74,79,74,74,69,72,77,74,71,72,83,89,78,70,78,67,77,77,84,84,77,78,73,71,71,77,80,75,69,77,78,74,60,79,82,86,71,78,73,74,69,74,77,72,68,75,69,72,78,67,79,
135,75,75,66,76,61,65,75,63,76,78,85,73,76,67,77,83,69,78,80,75,83,67,78,65,71,82,83,81,79,70,78,74,77,87,76,71,72,77,77,69,75,70,70,69,66,77,76,81,71,67,79,75,74,72,69,76,67,74,76,74,73,73,74,70,74,72,81,63,80,73,65,71,74,70,79,71,81,85,80,82,68,65,83,74,77,74,64,79,71,84,71,67,77,70,66,78,71,77,66,67,71,85,68,82,80,78,81,77,75,78,72,75,71,75,69,75,79,65,86,79,84,80,88,68,77,63,73,78,69,77,70,61,81,83,75,71,78,76,73,74,73,76,77,68,78,76,79,80,83,75,80,75,75,70,73,78,75,72,73,84,90,79,71,79,68,78,78,85,85,78,79,74,72,72,78,81,76,70,78,79,75,61,80,83,87,72,79,74,75,70,75,78,73,69,76,70,73,79,68,80,
136,76,76,67,77,62,66,76,64,77,79,86,74,77,68,78,84,70,79,81,76,84,68,79,66,72,83,84,82,80,71,79,75,78,88,77,72,73,78,78,70,76,71,71,70,67,78,77,82,72,68,80,76,75,73,70,77,68,75,77,75,74,74,75,71,75,73,82,64,81,74,66,72,75,71,80,72,82,86,81,83,69,66,84,75,78,75,65,80,72,85,72,68,78,71,67,79,72,78,67,68,72,86,69,83,81,79,82,78,76,79,73,76,72,76,70,76,80,66,87,80,85,81,89,69,78,64,74,79,70,78,71,62,82,84,76,72,79,77,74,75,74,77,78,69,79,77,80,81,84,76,81,76,76,71,74,79,76,73,74,85,91,80,72,80,69,79,79,86,86,79,80,75,73,73,79,82,77,71,79,80,76,62,81,84,88,73,80,75,76,71,76,79,74,70,77,71,74,80,69,81,
137,77,77,68,78,63,67,77,65,78,80,87,75,78,69,79,85,71,80,82,77,85,69,80,67,73,84,85,83,81,72,80,76,79,89,78,73,74,79,79,71,77,72,72,71,68,79,78,83,73,69,81,77,76,74,71,78,69,76,78,76,75,75,76,72,76,74,83,65,82,75,67,73,76,72,81,73,83,87,82,84,70,67,85,76,79,76,66,81,73,86,73,69,79,72,68,80,73,79,68,69,73,87,70,84,82,80,83,79,77,80,74,77,73,77,71,77,81,67,88,81,86,82,90,70,79,65,75,80,71,79,72,63,83,85,77,73,80,78,75,76,75,78,79,70,80,78,81,82,85,77,82,77,77,72,75,80,77,74,75,86,92,81,73,81,70,80,80,87,87,80,81,76,74,74,80,83,78,72,80,81,77,63,82,85,89,74,81,76,77,72,77,80,75,71,78,72,75,81,70,82,
138,78,78,69,79,64,68,78,66,79,81,88,76,79,70,80,86,72,81,83,78,86,70,81,68,74,85,86,84,82,73,81,77,80,90,79,74,75,80,80,72,78,73,73,72,69,80,79,84,74,70,82,78,77,75,72,79,70,77,79,77,76,76,77,73,77,75,84,66,83,76,68,74,77,73,82,74,84,88,83,85,71,68,86,77,80,77,67,82,74,87,74,70,80,73,69,81,74,80,69,70,74,88,71,85,83,81,84,80,78,81,75,78,74,78,72,78,82,68,89,82,87,83,91,71,80,66,76,81,72,80,73,64,84,86,78,74,81,79,76,77,76,79,80,71,81,79,82,83,86,78,83,78,78,73,76,81,78,75,76,87,93,82,74,82,71,81,81,88,88,81,82,77,75,75,81,84,79,73,81,82,78,64,83,86,90,75,82,77,78,73,78,81,76,72,79,73,76,82,71,83,
139,79,79,70,80,65,69,79,67,80,82,89,77,80,71,81,87,73,82,84,79,87,71,82,69,75,86,87,85,83,74,82,78,81,91,80,75,76,81,81,73,79,74,74,73,70,81,80,85,75,71,83,79,78,76,73,80,71,78,80,78,77,77,78,74,78,76,85,67,84,77,69,75,78,74,83,75,85,89,84,86,72,69,87,78,81,78,68,83,75,88,75,71,81,74,70,82,75,81,70,71,75,89,72,86,84,82,85,81,79,82,76,79,75,79,73,79,83,69,90,83,88,84,92,72,81,67,77,82,73,81,74,65,85,87,79,75,82,80,77,78,77,80,81,72,82,80,83,84,87,79,84,79,79,74,77,82,79,76,77,88,94,83,75,83,72,82,82,89,89,82,83,78,76,76,82,85,80,74,82,83,79,65,84,87,91,76,83,78,79,74,79,82,77,73,80,74,77,83,72,84,
140,80,80,71,81,66,70,80,68,81,83,90,78,81,72,82,88,74,83,85,80,88,72,83,70,76,87,88,86,84,75,83,79,82,92,81,76,77,82,82,74,80,75,75,74,71,82,81,86,76,72,84,80,79,77,74,81,72,79,81,79,78,78,79,75,79,77,86,68,85,78,70,76,79,75,84,76,86,90,85,87,73,70,88,79,82,79,69,84,76,89,76,72,82,75,71,83,76,82,71,72,76,90,73,87,85,83,86,82,80,83,77,80,76,80,74,80,84,70,91,84,89,85,93,73,82,68,78,83,74,82,75,66,86,88,80,76,83,81,78,79,78,81,82,73,83,81,84,85,88,80,85,80,80,75,78,83,80,77,78,89,95,84,76,84,73,83,83,90,90,83,84,79,77,77,83,86,81,75,83,84,80,66,85,88,92,77,84,79,80,75,80,83,78,74,81,75,78,84,73,85,
141,81,81,72,82,67,71,81,69,82,84,91,79,82,73,83,89,75,84,86,81,89,73,84,71,77,88,89,87,85,76,84,80,83,93,82,77,78,83,83,75,81,76,76,75,72,83,82,87,77,73,85,81,80,78,75,82,73,80,82,80,79,79,80,76,80,78,87,69,86,79,71,77,80,76,85,77,87,91,86,88,74,71,89,80,83,80,70,85,77,90,77,73,83,76,72,84,77,83,72,73,77,91,74,88,86,84,87,83,81,84,78,81,77,81,75,81,85,71,92,85,90,86,94,74,83,69,79,84,75,83,76,67,87,89,81,77,84,82,79,80,79,82,83,74,84,82,85,86,89,81,86,81,81,76,79,84,81,78,79,90,96,85,77,85,74,84,84,91,91,84,85,80,78,78,84,87,82,76,84,85,81,67,86,89,93,78,85,80,81,76,81,84,79,75,82,76,79,85,74,86,
142,82,82,73,83,68,72,82,70,83,85,92,80,83,74,84,90,76,85,87,82,90,74,85,72,78,89,90,88,86,77,85,81,84,94,83,78,79,84,84,76,82,77,77,76,73,84,83,88,78,74,86,82,81,79,76,83,74,81,83,81,80,80,81,77,81,79,88,70,87,80,72,78,81,77,86,78,88,92,87,89,75,72,90,81,84,81,71,86,78,91,78,74,84,77,73,85,78,84,73,74,78,92,75,89,87,85,88,84,82,85,79,82,78,82,76,82,86,72,93,86,91,87,95,75,84,70,80,85,76,84,77,68,88,90,82,78,85,83,80,81,80,83,84,75,85,83,86,87,90,82,87,82,82,77,80,85,82,79,80,91,97,86,78,86,75,85,85,92,92,85,86,81,79,79,85,88,83,77,85,86,82,68,87,90,94,79,86,81,82,77,82,85,80,76,83,77,80,86,75,87,
143,83,83,74,84,69,73,83,71,84,86,93,81,84,75,85,91,77,86,88,83,91,75,86,73,79,90,91,89,87,78,86,82,85,95,84,79,80,85,85,77,83,78,78,77,74,85,84,89,79,75,87,83,82,80,77,84,75,82,84,82,81,81,82,78,82,80,89,71,88,81,73,79,82,78,87,79,89,93,88,90,76,73,91,82,85,82,72,87,79,92,79,75,85,78,74,86,79,85,74,75,79,93,76,90,88,86,89,85,83,86,80,83,79,83,77,83,87,73,94,87,92,88,96,76,85,71,81,86,77,85,78,69,89,91,83,79,86,84,81,82,81,84,85,76,86,84,87,88,91,83,88,83,83,78,81,86,83,80,81,92,98,87,79,87,76,86,86,93,93,86,87,82,80,80,86,89,84,78,86,87,83,69,88,91,95,80,87,82,83,78,83,86,81,77,84,78,81,87,76,88,
144,84,84,75,85,70,74,84,72,85,87,94,82,85,76,86,92,78,87,89,84,92,76,87,74,80,91,92,90,88,79,87,83,86,96,85,80,81,86,86,78,84,79,79,78,75,86,85,90,80,76,88,84,83,81,78,85,76,83,85,83,82,82,83,79,83,81,90,72,89,82,74,80,83,79,88,80,90,94,89,91,77,74,92,83,86,83,73,88,80,93,80,76,86,79,75,87,80,86,75,76,80,94,77,91,89,87,90,86,84,87,81,84,80,84,78,84,88,74,95,88,93,89,97,77,86,72,82,87,78,86,79,70,90,92,84,80,87,85,82,83,82,85,86,77,87,85,88,89,92,84,89,84,84,79,82,87,84,81,82,93,99,88,80,88,77,87,87,94,94,87,88,83,81,81,87,90,85,79,87,88,84,70,89,92,96,81,88,83,84,79,84,87,82,78,85,79,82,88,77,89,
145,85,85,76,86,71,75,85,73,86,88,95,83,86,77,87,93,79,88,90,85,93,77,88,75,81,92,93,91,89,80,88,84,87,97,86,81,82,87,87,79,85,80,80,79,76,87,86,91,81,77,89,85,84,82,79,86,77,84,86,84,83,83,84,80,84,82,91,73,90,83,75,81,84,80,89,81,91,95,90,92,78,75,93,84,87,84,74,89,81,94,81,77,87,80,76,88,81,87,76,77,81,95,78,92,90,88,91,87,85,88,82,85,81,85,79,85,89,75,96,89,94,90,98,78,87,73,83,88,79,87,80,71,91,93,85,81,88,86,83,84,83,86,87,78,88,86,89,90,93,85,90,85,85,80,83,88,85,82,83,94,0,89,81,89,78,88,88,95,95,88,89,84,82,82,88,91,86,80,88,89,85,71,90,93,97,82,89,84,85,80,85,88,83,79,86,80,83,89,78,90,
146,87,86,78,87,72,76,87,74,88,89,97,84,87,78,89,94,80,90,92,86,94,78,89,76,82,93,94,93,91,81,89,86,89,99,87,82,83,88,88,80,86,82,81,81,77,88,87,92,82,78,90,86,85,83,80,87,78,85,87,85,84,84,85,81,85,83,92,74,92,84,76,82,86,81,91,83,92,97,91,93,79,76,95,85,88,86,75,90,82,95,82,78,88,81,77,89,82,88,78,79,82,96,79,94,91,89,92,88,86,89,83,87,82,86,80,87,90,76,98,91,96,91,99,79,88,74,84,89,80,88,81,72,93,94,87,83,89,87,84,85,84,87,89,79,89,87,90,92,95,86,91,86,87,81,84,89,86,83,84,96,1,90,82,91,79,89,89,96,96,89,91,85,83,83,90,93,88,81,89,91,86,72,91,94,99,83,90,85,86,81,87,89,84,80,87,81,84,90,79,92,
147,88,87,79,88,73,77,88,75,89,90,98,85,88,79,90,95,81,91,93,87,95,79,90,77,83,94,95,94,92,82,90,87,90,0,88,83,84,89,89,81,87,83,82,82,78,89,88,93,83,79,91,87,86,84,81,88,79,86,88,86,85,85,86,82,86,84,93,75,93,85,77,83,87,82,92,84,93,98,92,94,80,77,96,86,89,87,76,91,83,96,83,79,89,82,78,90,83,89,79,80,83,97,80,95,92,90,93,89,87,90,84,88,83,87,81,88,91,77,99,92,97,92,0,80,89,75,85,90,81,89,82,73,94,95,88,84,90,88,85,86,85,88,90,80,90,88,91,93,96,87,92,87,88,82,85,90,87,84,85,97,2,91,83,92,80,90,90,97,97,90,92,86,84,84,91,94,89,82,90,92,87,73,92,95,0,84,91,86,87,82,88,90,85,81,88,82,85,91,80,93,
148,89,88,81,90,74,79,91,76,90,91,99,87,89,80,92,97,84,93,94,89,97,80,91,79,84,96,97,97,94,84,91,88,91,2,90,85,85,90,90,83,88,84,83,83,80,90,89,95,86,81,92,89,89,86,82,90,80,89,89,87,86,87,88,83,87,85,94,76,95,86,79,84,88,84,95,85,94,99,94,95,81,78,99,87,90,88,77,93,85,97,84,80,90,84,80,93,85,90,80,82,84,99,82,97,94,92,95,91,88,91,85,90,85,89,83,90,93,78,0,94,98,93,2,81,91,76,86,91,83,91,83,74,95,98,89,86,92,91,86,87,86,90,92,81,92,89,93,95,98,88,93,90,90,85,87,91,89,85,86,98,4,92,84,94,81,91,92,99,99,92,93,87,85,85,92,95,91,83,92,94,89,74,93,96,2,85,92,88,89,83,89,92,87,83,90,83,87,93,82,96,
149,90,89,82,91,75,80,92,78,91,92,0,88,90,81,93,98,85,94,95,90,99,81,93,80,85,98,98,98,96,85,92,89,92,3,91,86,86,92,92,84,89,85,84,85,81,92,90,96,87,82,93,90,90,87,84,91,81,90,90,88,87,89,89,84,88,86,95,77,96,87,81,85,90,86,97,86,95,0,95,97,83,79,0,88,92,89,78,94,86,98,85,81,91,86,81,94,86,91,81,83,85,0,83,98,95,93,96,92,90,93,86,91,86,90,84,91,94,79,1,95,0,94,3,83,92,77,88,92,84,92,84,75,96,99,90,87,93,92,88,88,87,91,94,82,93,90,94,96,0,89,94,91,91,86,88,92,90,87,87,99,5,93,85,95,82,92,94,0,0,93,95,88,87,87,93,96,92,84,94,95,91,75,95,97,3,87,93,89,90,84,90,94,88,84,91,84,89,94,83,97,
150,95,91,85,93,78,82,95,80,93,95,4,89,93,84,96,0,86,97,96,92,0,83,95,84,89,99,0,0,97,87,94,90,94,4,94,90,90,95,95,88,90,86,87,86,84,93,92,97,88,84,97,92,93,90,85,94,82,92,93,91,90,90,91,88,90,91,97,79,99,89,82,86,92,90,0,87,98,3,97,0,85,80,3,94,95,91,80,99,89,0,87,83,93,88,84,96,89,93,82,85,87,4,87,0,97,94,0,96,92,96,90,95,90,91,85,92,96,81,2,98,4,97,7,85,94,79,93,93,88,94,86,78,99,0,95,88,96,94,89,92,89,95,95,83,95,93,98,98,1,93,97,96,94,88,90,94,93,90,89,0,9,97,87,99,84,94,98,5,4,95,98,93,90,88,96,0,93,87,97,96,95,80,0,98,6,93,95,90,94,87,93,95,90,88,92,87,90,98,86,0,
151,99,95,90,98,80,85,99,84,95,99,11,91,98,85,0,4,90,0,98,95,6,89,0,87,92,0,5,5,0,89,0,94,98,13,98,91,95,97,97,92,94,88,91,90,88,95,96,0,91,89,0,97,97,92,89,97,86,96,0,94,91,93,94,92,93,96,0,85,0,92,84,91,97,93,5,91,0,9,0,6,88,84,6,96,97,93,84,0,92,6,89,84,96,93,89,0,93,95,87,88,91,8,90,3,99,0,4,97,95,0,94,0,94,95,90,94,0,83,7,0,8,0,10,87,99,81,98,97,90,99,91,82,0,7,99,90,99,96,93,94,92,99,0,88,99,99,0,0,5,97,0,99,0,92,96,0,98,94,92,5,11,0,92,0,88,99,0,10,9,99,0,96,94,91,97,3,98,88,0,0,98,82,7,0,11,97,98,93,0,89,97,97,95,90,94,91,96,0,90,1,
152,0,0,97,0,87,92,0,88,0,0,21,99,0,94,8,15,92,13,0,0,16,94,8,93,96,13,11,13,10,97,8,0,0,26,0,97,0,0,0,97,0,96,0,97,95,0,0,7,99,95,10,0,0,0,98,0,93,0,10,0,0,0,0,98,99,0,9,92,8,98,91,0,0,99,15,99,9,17,10,18,95,90,19,99,0,0,90,8,99,14,98,94,0,0,93,9,99,0,91,98,96,17,98,9,0,6,10,0,0,8,0,8,0,0,97,0,8,93,18,7,21,8,22,0,0,84,0,0,97,0,98,87,10,17,0,97,0,0,0,0,0,0,9,96,0,0,9,13,14,0,12,0,6,0,0,7,0,0,98,10,26,5,0,10,97,0,7,21,17,0,10,0,0,99,0,12,0,98,12,8,0,87,15,9,24,0,0,0,9,96,0,0,0,97,0,97,0,10,98,13,
153,16,16,0,17,97,0,15,96,17,18,36,0,20,0,25,37,0,25,20,14,33,0,27,0,0,32,36,36,28,0,26,14,13,44,14,0,12,18,16,0,17,0,16,0,0,17,17,33,0,0,32,12,14,14,0,19,0,14,22,16,16,15,18,0,0,18,30,0,26,0,0,10,17,0,29,0,28,38,31,33,0,0,33,0,19,19,0,26,0,35,0,0,19,10,0,27,0,18,0,0,0,37,0,32,23,22,34,22,17,25,15,23,17,21,0,15,25,0,38,29,38,29,46,11,18,95,15,19,0,16,0,0,28,36,14,0,22,14,15,17,18,18,24,0,17,19,25,33,35,17,28,13,21,13,15,23,15,12,0,29,45,24,13,23,0,19,22,38,44,15,25,14,14,0,17,32,14,0,27,28,18,97,31,33,40,16,21,16,25,0,15,18,14,0,13,0,16,26,0,29,
154,23,31,11,31,0,10,26,0,30,29,53,14,32,11,35,49,15,37,34,27,46,7,40,10,10,44,49,45,39,10,40,27,30,58,28,10,22,31,31,12,28,11,23,10,9,31,29,42,14,10,40,22,23,23,10,30,8,22,35,27,29,28,28,11,13,26,45,8,38,14,8,24,24,10,40,8,43,51,41,46,7,9,47,14,31,31,9,37,11,51,9,12,33,22,11,39,10,29,11,9,12,52,9,46,40,38,44,35,30,39,28,34,25,29,12,28,40,7,54,39,50,39,60,20,31,0,25,34,10,30,18,6,44,44,21,11,31,29,27,30,26,30,38,13,30,26,40,43,50,25,44,22,33,22,24,39,26,24,11,51,64,42,25,37,7,29,39,54,54,25,39,27,24,12,32,45,27,10,37,42,25,0,41,46,57,24,32,26,33,14,28,32,26,15,29,14,26,39,12,41,
155,25,33,12,32,1,13,28,2,32,30,54,17,34,12,36,51,16,40,36,30,47,8,41,11,11,46,51,46,41,12,41,29,31,59,29,12,23,34,33,13,30,13,24,11,10,34,33,43,15,12,42,25,26,25,11,31,9,25,37,29,30,29,30,12,16,27,47,9,40,15,9,26,26,13,41,9,44,54,43,49,9,10,51,16,33,32,11,38,12,53,10,13,34,23,13,41,13,31,13,10,13,54,11,47,41,41,47,36,32,40,29,35,26,31,14,30,42,9,55,40,53,41,61,21,32,1,27,35,11,32,19,7,46,47,23,12,32,30,30,31,28,31,39,15,31,28,41,45,51,26,45,23,35,24,28,40,30,25,13,53,65,43,27,38,10,31,41,55,55,27,40,29,26,13,33,47,29,11,41,43,27,1,45,48,59,26,33,28,35,16,29,34,27,16,32,17,28,40,13,44,
156,26,34,13,33,2,14,29,3,33,31,55,18,35,13,37,52,17,41,37,31,48,9,42,12,12,47,52,47,42,13,42,30,32,60,30,13,24,35,34,14,31,14,25,12,11,35,34,44,16,13,43,26,27,26,12,32,10,26,38,30,31,30,31,13,17,28,48,10,41,16,10,27,27,14,42,10,45,55,44,50,10,11,52,17,34,33,12,39,13,54,11,14,35,24,14,42,14,32,14,11,14,55,12,48,42,42,48,37,33,41,30,36,27,32,15,31,43,10,56,41,54,42,62,22,33,2,28,36,12,33,20,8,47,48,24,13,33,31,31,32,29,32,40,16,32,29,42,46,52,27,46,24,36,25,29,41,31,26,14,54,66,44,28,39,11,32,42,56,56,28,41,30,27,14,34,48,30,12,42,44,28,2,46,49,60,27,34,29,36,17,30,35,28,17,33,18,29,41,14,45,
157,27,35,14,34,3,15,30,4,34,32,56,19,36,14,38,53,18,42,38,32,49,10,43,13,13,48,53,48,43,14,43,31,33,61,31,14,25,36,35,15,32,15,26,13,12,36,35,45,17,14,44,27,28,27,13,33,11,27,39,31,32,31,32,14,18,29,49,11,42,17,11,28,28,15,43,11,46,56,45,51,11,12,53,18,35,34,13,40,14,55,12,15,36,25,15,43,15,33,15,12,15,56,13,49,43,43,49,38,34,42,31,37,28,33,16,32,44,11,57,42,55,43,63,23,34,3,29,37,13,34,21,9,48,49,25,14,34,32,32,33,30,33,41,17,33,30,43,47,53,28,47,25,37,26,30,42,32,27,15,55,67,45,29,40,12,33,43,57,57,29,42,31,28,15,35,49,31,13,43,45,29,3,47,50,61,28,35,30,37,18,31,36,29,18,34,19,30,42,15,46,
158,28,36,15,35,4,16,31,5,35,33,57,20,37,15,39,54,19,43,39,33,50,11,44,14,14,49,54,49,44,15,44,32,34,62,32,15,26,37,36,16,33,16,27,14,13,37,36,46,18,15,45,28,29,28,14,34,12,28,40,32,33,32,33,15,19,30,50,12,43,18,12,29,29,16,44,12,47,57,46,52,12,13,54,19,36,35,14,41,15,56,13,16,37,26,16,44,16,34,16,13,16,57,14,50,44,44,50,39,35,43,32,38,29,34,17,33,45,12,58,43,56,44,64,24,35,4,30,38,14,35,22,10,49,50,26,15,35,33,33,34,31,34,42,18,34,31,44,48,54,29,48,26,38,27,31,43,33,28,16,56,68,46,30,41,13,34,44,58,58,30,43,32,29,16,36,50,32,14,44,46,30,4,48,51,62,29,36,31,38,19,32,37,30,19,35,20,31,43,16,47,
